id,year,month,day,hour,minute,second,volt1,volt2,volt3,volt4,volt5,volt6,temp1,temp2,temp3,temp4,temp5,temp6,elapsed
0,2017,5,31,16,23,0,0.24,0.25,0.24,0.25,0.24,0.24,23.55,24.84,23.87,24.52,23.55,23.55,60.0
1,2017,5,31,16,23,0,0.24,0.25,0.24,0.24,0.23,0.23,23.55,24.84,23.87,23.87,23.23,23.23,0.0
2,2017,5,31,16,23,0,0.24,0.25,0.24,0.25,0.24,0.24,23.55,24.84,23.87,24.52,23.55,23.55,1.0
3,2017,5,31,16,23,1,0.23,0.25,0.24,0.25,0.23,0.24,23.23,24.84,23.87,24.52,23.23,23.55,2.0
4,2017,5,31,16,23,1,0.23,0.25,0.24,0.24,0.23,0.23,23.23,24.84,23.55,23.55,23.23,23.23,2.0
5,2017,5,31,16,23,1,0.24,0.25,0.24,0.25,0.23,0.24,23.55,24.84,23.87,24.52,23.23,23.55,3.0
6,2017,5,31,16,23,1,0.24,0.25,0.24,0.24,0.24,0.24,23.55,24.84,24.19,23.87,23.55,23.87,4.0
7,2017,5,31,16,23,1,0.23,0.25,0.24,0.24,0.23,0.24,23.23,24.84,24.19,24.19,23.23,23.55,5.0
8,2017,5,31,16,23,1,0.24,0.25,0.24,0.24,0.23,0.24,23.55,24.84,24.19,24.19,23.23,23.87,5.0
9,2017,5,31,16,23,1,0.24,0.25,0.24,0.24,0.23,0.24,23.55,24.84,23.87,24.19,23.23,23.55,6.0
10,2017,5,31,16,23,1,0.23,0.25,0.24,0.24,0.24,0.24,23.23,24.84,23.87,24.19,23.55,23.87,7.0
11,2017,5,31,16,23,1,0.24,0.25,0.24,0.24,0.23,0.24,23.55,24.84,24.19,24.19,23.23,23.55,7.0
12,2017,5,31,16,23,1,0.23,0.25,0.24,0.25,0.23,0.24,23.23,24.52,23.87,24.52,23.23,23.55,8.0
13,2017,5,31,16,23,1,0.24,0.25,0.24,0.25,0.23,0.24,23.55,24.84,24.19,24.52,23.23,23.87,9.0
14,2017,5,31,16,23,1,0.23,0.25,0.24,0.25,0.24,0.24,23.23,24.84,24.19,24.52,23.55,23.55,10.0
15,2017,5,31,16,23,1,0.23,0.25,0.23,0.24,0.23,0.24,23.23,24.84,23.23,23.55,23.23,23.87,10.0
16,2017,5,31,16,23,1,0.24,0.25,0.24,0.24,0.24,0.24,23.55,24.52,23.55,24.19,23.55,23.55,11.0
